query-id	corpus-id	score
6114742-1	21562460	1
6114742-1	25116780	1
6114742-1	25283612	1
6114742-1	12948318	1
6114742-1	23730116	1
6114742-1	19545803	1
6114742-1	22388776	0
6114742-1	11158810	1
6114742-1	19507791	1
6114742-1	33136690	0
6390241-1	8427992	0
6390241-1	23046169	0
6390241-1	21831149	0
6390241-1	21561403	0
6390241-1	24408225	0
6390241-1	29959617	0
6390241-1	29578925	0
6390241-1	34819489	0
6390241-1	23458177	0
6390241-1	30340563	0
6395427-6	30371597	1
6395427-6	25873086	1
6395427-6	29681780	1
6395427-6	30630744	1
6395427-6	32513902	1
6395427-6	29137032	1
6395427-6	23486330	1
6395427-6	25306157	1
6395427-6	17538171	0
6395427-6	30065620	1
6474058-1	32631238	0
6474058-1	25820110	0
6474058-1	28502975	0
6474058-1	27876001	0
6474058-1	32027573	0
6474058-1	20138467	0
6474058-1	33402156	0
6474058-1	23092660	0
6474058-1	26150634	0
6474058-1	15217185	0
6529526-1	21962163	1
6529526-1	19558301	0
6529526-1	20424441	1
6529526-1	25679283	1
6529526-1	19747055	1
6529526-1	18420725	0
6529526-1	32251825	0
6529526-1	21567138	0
6529526-1	20419329	0
6529526-1	10350208	0
6533988-1	21567368	1
6533988-1	21542825	0
6533988-1	26056797	0
6533988-1	7617088	1
6533988-1	30340552	1
6533988-1	29895474	1
6533988-1	24130771	1
6533988-1	21729272	1
6533988-1	7362359	0
6533988-1	7037337	1
6763404-1	30041681	1
6763404-1	27612448	1
6763404-1	12924654	1
6763404-1	21914155	0
6763404-1	22926552	0
6763404-1	24672666	0
6763404-1	16625103	1
6763404-1	24468017	1
6763404-1	26464729	0
6763404-1	22275725	0
6815289-1	22484984	1
6815289-1	21969163	1
6815289-1	15816612	1
6815289-1	17629872	1
6815289-1	23761417	1
6815289-1	9298887	1
6815289-1	31775674	1
6815289-1	25306157	0
6815289-1	30845308	1
6815289-1	28324142	0
6971944-3	31959205	1
6971944-3	17200308	1
6971944-3	15351672	0
6971944-3	8615096	1
6971944-3	7649647	0
6971944-3	19318867	0
6971944-3	14736475	0
6971944-3	21838074	0
6971944-3	22884722	1
6971944-3	16140828	1
7138425-1	32659736	0
7138425-1	32875578	0
7138425-1	10896703	0
7138425-1	34011131	0
7138425-1	23112246	0
7138425-1	23798279	0
7138425-1	32205382	0
7138425-1	9701483	0
7138425-1	29330273	0
7138425-1	22555127	0
7205359-1	9120969	0
7205359-1	20739047	0
7205359-1	20869918	0
7205359-1	9352710	0
7205359-1	16148674	1
7205359-1	17707022	0
7205359-1	15985082	0
7205359-1	10492225	0
7205359-1	17638558	0
7205359-1	21703118	0
7249276-1	17618180	1
7249276-1	34091704	1
7249276-1	28502975	1
7249276-1	16280952	0
7249276-1	33303503	1
7249276-1	24382535	1
7249276-1	32580215	1
7249276-1	19139478	1
7249276-1	26400725	1
7249276-1	21661712	1
7365775-1	26686496	1
7365775-1	3621730	1
7365775-1	11119662	1
7365775-1	15125128	1
7365775-1	32147333	1
7365775-1	27151700	1
7365775-1	32293417	1
7365775-1	17606785	1
7365775-1	20349880	1
7365775-1	14997101	1
7377917-1	17618180	1
7377917-1	32774637	1
7377917-1	27716425	0
7377917-1	22354360	0
7377917-1	33309013	1
7377917-1	24120349	0
7377917-1	18715797	0
7377917-1	25245721	0
7377917-1	20587974	1
7377917-1	17016483	1
7463383-1	27055712	0
7463383-1	23837759	0
7463383-1	30961608	1
7463383-1	33075318	0
7463383-1	28040715	0
7463383-1	8826912	0
7463383-1	17666129	0
7463383-1	33663455	1
7463383-1	27549622	0
7463383-1	18619785	0
7530230-1	23401224	0
7530230-1	32886654	0
7530230-1	26227396	0
7530230-1	3343656	0
7530230-1	32955993	0
7530230-1	23414901	0
7530230-1	9703603	0
7530230-1	25568557	0
7530230-1	32629635	0
7530230-1	16400360	0
7541294-1	27234357	1
7541294-1	8758345	1
7541294-1	24382535	1
7541294-1	21947692	1
7541294-1	21095485	1
7541294-1	11956855	0
7541294-1	31804331	1
7541294-1	24224976	1
7541294-1	24661296	1
7541294-1	29307273	1
7580380-1	26391785	0
7580380-1	8913083	0
7580380-1	29562861	0
7580380-1	24661296	1
7580380-1	9290707	0
7580380-1	20587974	0
7580380-1	34426567	0
7580380-1	20873450	0
7580380-1	11059659	0
7580380-1	8271021	0
7678886-1	21416487	1
7678886-1	30621547	1
7678886-1	17419829	0
7678886-1	29272336	0
7678886-1	22669927	1
7678886-1	18698010	0
7678886-1	26142944	0
7678886-1	34115012	1
7678886-1	12915084	0
7678886-1	26922283	1
7686845-2	34635631	1
7686845-2	32814650	1
7686845-2	32511692	1
7686845-2	32677909	1
7686845-2	32998840	1
7686845-2	33995781	1
7686845-2	24382535	1
7686845-2	34170328	1
7686845-2	32151335	1
7686845-2	33846187	1
7687846-1	26152900	1
7687846-1	9329469	1
7687846-1	24661296	1
7687846-1	24458856	1
7687846-1	17021711	0
7687846-1	28669652	1
7687846-1	28525971	1
7687846-1	32871929	1
7687846-1	33592875	1
7687846-1	34842485	1
7813979-1	25467933	0
7813979-1	26021273	1
7813979-1	27020436	1
7813979-1	16462454	0
7813979-1	16140796	0
7813979-1	32633453	1
7813979-1	29199087	1
7813979-1	34313668	0
7813979-1	18056496	0
7813979-1	34034743	0
3009623-1	24237454	0
3009623-1	17958580	0
3009623-1	24502312	0
3009623-1	19939758	0
3009623-1	23418720	0
3009623-1	27347634	0
3009623-1	19175371	0
3009623-1	12545112	0
3009623-1	32741903	0
3009623-1	19342391	0
3407741-1	28142350	1
3407741-1	12879714	0
3407741-1	25457314	1
3407741-1	32293417	0
3407741-1	34246909	0
3407741-1	24038537	0
3407741-1	24855965	1
3407741-1	12571504	0
3407741-1	31847582	0
3407741-1	29661070	1
3459811-1	30471873	0
3459811-1	32784242	0
3459811-1	19683133	0
3459811-1	24661296	0
3459811-1	10431776	0
3459811-1	24938855	0
3459811-1	30843116	0
3459811-1	8838928	1
3459811-1	18597977	0
3459811-1	9011483	1
3724487-1	21095485	1
3724487-1	23816731	1
3724487-1	25193912	1
3724487-1	23458177	0
3724487-1	17618180	1
3724487-1	24224976	0
3724487-1	24645722	0
3724487-1	21947692	0
3724487-1	17433091	0
3724487-1	27459964	0
3846247-1	9477831	0
3846247-1	3786527	0
3846247-1	18358436	0
3846247-1	11108527	0
3846247-1	11583495	0
3846247-1	3162241	0
3846247-1	16547604	0
3846247-1	3775292	0
3846247-1	21269512	0
3846247-1	8338863	0
3875119-1	27234357	0
3875119-1	26422166	1
3875119-1	26181565	1
3875119-1	21943175	1
3875119-1	21095485	1
3875119-1	31088385	1
3875119-1	23339205	1
3875119-1	24679158	0
3875119-1	21249492	0
3875119-1	8838928	1
3881447-1	32831039	0
3881447-1	29245352	0
3881447-1	33725868	1
3881447-1	24965382	0
3881447-1	12834190	0
3881447-1	19139478	0
3881447-1	18931852	1
3881447-1	28972883	0
3881447-1	23159970	1
3881447-1	33466148	0
8012739-1	32972445	0
8012739-1	10625836	0
8012739-1	22688933	0
8012739-1	29222289	1
8012739-1	32495661	1
8012739-1	12767553	0
8012739-1	23137558	0
8012739-1	28673730	0
8012739-1	27400685	0
8012739-1	31466989	0
8283861-1	31043171	0
8283861-1	18178568	0
8283861-1	28100843	0
8283861-1	21412977	0
8283861-1	12790355	0
8283861-1	17558256	0
8283861-1	32936455	0
8283861-1	25926068	0
8283861-1	8651878	0
8283861-1	31623876	0
8392561-1	33973882	0
8392561-1	34444269	1
8392561-1	18313775	0
8392561-1	22571983	1
8392561-1	18427071	0
8392561-1	17596691	0
8392561-1	31623876	1
8392561-1	19768372	0
8392561-1	17012294	0
8392561-1	33148345	0
8519172-1	24661296	1
8519172-1	21943175	1
8519172-1	19139478	0
8519172-1	23977980	0
8519172-1	32113480	0
8519172-1	15000444	0
8519172-1	26422166	0
8519172-1	23458177	0
8519172-1	17611489	0
8519172-1	31028048	0
8534410-1	26656321	0
8534410-1	18000288	0
8534410-1	17963348	1
8534410-1	19534281	0
8534410-1	34596161	1
8534410-1	33672281	0
8534410-1	12836079	0
8534410-1	32524227	0
8534410-1	32677909	0
8534410-1	19349380	0
8552972-1	19294772	0
8552972-1	15064556	1
8552972-1	31711502	1
8552972-1	30352989	1
8552972-1	19955297	1
8552972-1	19602822	1
8552972-1	19734631	0
8552972-1	9840091	0
8552972-1	25568557	1
8552972-1	19194282	1
8579522-1	16157384	0
8579522-1	10641894	0
8579522-1	15077892	0
8579522-1	22490061	0
8579522-1	25376138	0
8579522-1	26743739	0
8579522-1	6767460	0
8579522-1	33026172	0
8579522-1	25325392	0
8579522-1	31977893	0
8634069-1	28726144	1
8634069-1	7472924	1
8634069-1	9043579	1
8634069-1	27066971	1
8634069-1	17567928	1
8634069-1	21483626	0
8634069-1	34109532	1
8634069-1	29406296	1
8634069-1	30961608	1
8634069-1	26206163	1
8636214-2	33679783	1
8636214-2	17566849	1
8636214-2	30961547	1
8636214-2	25270910	1
8636214-2	33371055	1
8636214-2	29137018	1
8636214-2	21969163	1
8636214-2	21438964	1
8636214-2	26377170	1
8636214-2	19387775	1
8660594-1	17198099	0
8660594-1	18717802	0
8660594-1	23074122	0
8660594-1	20308817	0
8660594-1	24433363	0
8660594-1	24438599	0
8660594-1	34075549	0
8660594-1	22218910	0
8660594-1	25801162	0
8660594-1	21270644	0
5039271-1	26422166	1
5039271-1	33402156	1
5039271-1	24224976	0
5039271-1	27381953	0
5039271-1	24382535	0
5039271-1	22318291	0
5039271-1	11793623	0
5039271-1	31266718	0
5039271-1	18415845	0
5039271-1	33663455	0
5139711-1	24422755	1
5139711-1	10398119	0
5139711-1	12152167	0
5139711-1	19623166	0
5139711-1	10699992	0
5139711-1	2927081	0
5139711-1	3188911	0
5139711-1	6759388	0
5139711-1	26458689	1
5139711-1	11342766	0
5187490-1	29932346	1
5187490-1	22623717	1
5187490-1	23223658	1
5187490-1	8037399	1
5187490-1	20398354	1
5187490-1	27071068	1
5187490-1	31369792	1
5187490-1	10628632	1
5187490-1	22958912	1
5187490-1	10069309	1
5264488-5	17656118	1
5264488-5	34730893	1
5264488-5	27165640	1
5264488-5	6954441	0
5264488-5	28610630	1
5264488-5	23851765	0
5264488-5	25037187	1
5264488-5	8586766	1
5264488-5	26476655	1
5264488-5	28092335	0
5264488-7	27604119	0
5264488-7	9316906	0
5264488-7	12145429	0
5264488-7	28527882	0
5264488-7	17656118	0
5264488-7	1652617	0
5264488-7	15947428	0
5264488-7	21176207	0
5264488-7	19969498	0
5264488-7	11326014	0
5494397-1	21895727	0
5494397-1	1943242	0
5494397-1	23639624	0
5494397-1	23574305	0
5494397-1	2008835	0
5494397-1	31121018	0
5494397-1	12930505	0
5494397-1	16996848	0
5494397-1	11078271	0
5494397-1	10933373	0
5494800-1	23343802	1
5494800-1	18039390	0
5494800-1	17321812	0
5494800-1	29157179	0
5494800-1	21482859	0
5494800-1	7962658	0
5494800-1	25006941	0
5494800-1	27853019	0
5494800-1	31391703	0
5494800-1	12578456	0
5538051-1	19855149	1
5538051-1	22234200	1
5538051-1	24661296	1
5538051-1	11749988	1
5538051-1	11165613	1
5538051-1	16159052	0
5538051-1	20671389	1
5538051-1	29397464	1
5538051-1	10507395	1
5538051-1	30235739	1
5885241-1	19940827	0
5885241-1	19822628	0
5885241-1	14735023	0
5885241-1	17989156	0
5885241-1	32784240	0
5885241-1	30514149	0
5885241-1	20517294	0
5885241-1	10839900	0
5885241-1	21958549	0
5885241-1	33468267	0
5914128-1	32631247	0
5914128-1	24462652	1
5914128-1	32150364	1
5914128-1	26989113	0
5914128-1	32495661	1
5914128-1	33031283	1
5914128-1	18790498	0
5914128-1	29350674	1
5914128-1	11146012	1
5914128-1	26490501	1
5921440-1	27295601	1
5921440-1	10947001	0
5921440-1	16650681	0
5921440-1	17987333	1
5921440-1	18436841	1
5921440-1	25008578	0
5921440-1	3488684	0
5921440-1	17070587	1
5921440-1	31912261	0
5921440-1	12397433	1
5964212-3	16222184	1
5964212-3	10905399	1
5964212-3	12621349	0
5964212-3	2358836	0
5964212-3	17270285	0
5964212-3	24770400	0
5964212-3	17601209	0
5964212-3	17870186	0
5964212-3	12366513	0
5964212-3	17484345	0
5965207-1	33108471	0
5965207-1	22085355	0
5965207-1	16648704	0
5965207-1	31633495	0
5965207-1	34842111	0
5965207-1	12634533	0
5965207-1	4064426	0
5965207-1	10943182	0
5965207-1	7854835	0
5965207-1	19945930	0
5985621-1	34506399	1
5985621-1	24224976	1
5985621-1	31593098	1
5985621-1	29039154	1
5985621-1	28291547	1
5985621-1	27387824	1
5985621-1	29562861	1
5985621-1	27381953	1
5985621-1	30653173	1
5985621-1	28362659	0
4086693-1	21534011	0
4086693-1	32228504	0
4086693-1	32083290	0
4086693-1	28451804	0
4086693-1	18319412	0
4086693-1	18330959	0
4086693-1	16636605	0
4086693-1	30941639	0
4086693-1	16739356	0
4086693-1	10802002	0
4164124-1	19227428	0
4164124-1	33812372	0
4164124-1	33412306	0
4164124-1	1866332	0
4164124-1	23832567	0
4164124-1	18615674	0
4164124-1	28420514	0
4164124-1	15477062	0
4164124-1	8255801	0
4164124-1	10602117	0
4165973-1	14752691	0
4165973-1	15493568	0
4165973-1	28683785	1
4165973-1	23893271	0
4165973-1	1251963	1
4165973-1	19529954	0
4165973-1	29145325	0
4165973-1	10888451	1
4165973-1	18194726	0
4165973-1	15493570	1
4166645-1	24366709	0
4166645-1	32444816	0
4166645-1	15452813	0
4166645-1	31972384	0
4166645-1	31680120	0
4166645-1	9628494	0
4166645-1	31897651	0
4166645-1	16816811	0
4166645-1	7671032	0
4166645-1	17486191	0
4320463-1	19388608	1
4320463-1	28240671	0
4320463-1	32293417	0
4320463-1	22245817	1
4320463-1	30016689	1
4320463-1	16118567	0
4320463-1	29454377	0
4320463-1	18815043	0
4320463-1	18310848	0
4320463-1	28684229	0
4395622-1	34965868	0
4395622-1	22515178	0
4395622-1	26666926	0
4395622-1	22388776	0
4395622-1	27277708	0
4395622-1	8756928	0
4395622-1	18216591	0
4395622-1	17276277	0
4395622-1	14597028	0
4395622-1	31146719	1
4808524-1	24092605	0
4808524-1	33964875	1
4808524-1	25875550	0
4808524-1	21943175	1
4808524-1	31299958	0
4808524-1	26422166	0
4808524-1	30607128	0
4808524-1	22205036	0
4808524-1	26414831	0
4808524-1	24600780	0
4834819-1	28764746	0
4834819-1	18391677	0
4834819-1	33120796	0
4834819-1	12808546	0
4834819-1	11971050	0
4834819-1	32998273	0
4834819-1	31413680	0
4834819-1	21424915	0
4834819-1	19005693	0
4834819-1	20227645	0
1971264-1	17540038	1
1971264-1	15536295	1
1971264-1	19602822	1
1971264-1	17205152	0
1971264-1	22008628	1
1971264-1	22984931	1
1971264-1	30879467	1
1971264-1	18507095	0
1971264-1	3425256	0
1971264-1	21191613	1
2803931-1	24848975	0
2803931-1	19438953	0
2803931-1	21763737	0
2803931-1	17193934	0
2803931-1	16939018	0
2803931-1	21636189	0
2803931-1	16021280	0
2803931-1	25384473	0
2803931-1	20450365	0
2803931-1	29911458	0
2874920-1	28168662	0
2874920-1	18328221	0
2874920-1	21947692	0
2874920-1	24645722	0
2874920-1	23816731	0
2874920-1	18525436	0
2874920-1	19497752	0
2874920-1	30180850	1
2874920-1	16651226	0
2874920-1	21095485	1
2955342-1	15717758	1
2955342-1	22647549	1
2955342-1	21053595	1
2955342-1	16518067	1
2955342-1	9181320	1
2955342-1	15387711	1
2955342-1	21319326	1
2955342-1	9850656	1
2955342-1	12203871	1
2955342-1	19459157	1
7287196-1	21815591	0
7287196-1	32664136	0
7287196-1	30545341	0
7287196-1	14632298	0
7287196-1	31240119	1
7287196-1	25590509	0
7287196-1	17366683	1
7287196-1	27044420	1
7287196-1	31615564	1
7287196-1	19602822	1
7382652-3	21508129	1
7382652-3	11078984	1
7382652-3	30333277	2
7382652-3	16449347	1
7382652-3	6793614	1
7382652-3	6458518	1
7382652-3	21287259	0
7382652-3	24814528	1
7382652-3	1955499	1
7382652-3	10946903	0
7474539-1	16021280	1
7474539-1	17567928	0
7474539-1	18266582	0
7474539-1	11996232	0
7474539-1	15005501	0
7474539-1	17366683	1
7474539-1	34344857	0
7474539-1	31850476	0
7474539-1	30482184	0
7474539-1	34507676	0
7532060-2	34099213	1
7532060-2	29773450	1
7532060-2	34596161	0
7532060-2	27870387	1
7532060-2	32004164	0
7532060-2	30502854	0
7532060-2	22691947	0
7532060-2	31684918	0
7532060-2	16438142	1
7532060-2	12425486	1
7674723-1	23744440	1
7674723-1	26830613	1
7674723-1	16167539	1
7674723-1	29630756	1
7674723-1	29110505	1
7674723-1	17191321	1
7674723-1	21507591	0
7674723-1	18094295	1
7674723-1	17071805	1
7674723-1	12918138	1
7873792-1	25286918	0
7873792-1	32495661	0
7873792-1	32552776	0
7873792-1	32135056	0
7873792-1	26717337	0
7873792-1	34327844	0
7873792-1	19940827	0
7873792-1	17318024	0
7873792-1	18273491	0
7873792-1	25884600	0
7927542-1	27253655	1
7927542-1	30936325	1
7927542-1	33036113	1
7927542-1	19041553	1
7927542-1	27400685	1
7927542-1	17618180	1
7927542-1	23598938	1
7927542-1	24188600	1
7927542-1	26400725	1
7927542-1	16280952	1
7931750-1	27167311	1
7931750-1	21053554	0
7931750-1	7755157	1
7931750-1	23669066	1
7931750-1	24998964	1
7931750-1	33923240	0
7931750-1	9745245	0
7931750-1	27634631	1
7931750-1	15959693	0
7931750-1	8826598	0
7933630-1	27537585	0
7933630-1	28738428	0
7933630-1	20676020	0
7933630-1	28683727	0
7933630-1	30016689	0
7933630-1	9006686	0
7933630-1	32870966	0
7933630-1	17418345	0
7933630-1	16303877	0
7933630-1	19002128	1
8294413-2	32180175	1
8294413-2	12122825	1
8294413-2	34341411	1
8294413-2	12492794	0
8294413-2	25928113	0
8294413-2	12421201	1
8294413-2	11983660	0
8294413-2	24666583	0
8294413-2	12373698	1
8294413-2	3414989	1
8451002-1	32303193	1
8451002-1	32712881	1
8451002-1	23669066	1
8451002-1	15985085	0
8451002-1	21943175	1
8451002-1	32321510	1
8451002-1	8689345	1
8451002-1	29183323	1
8451002-1	24661296	1
8451002-1	31615564	1
5357925-1	22281129	0
5357925-1	24777020	0
5357925-1	24689434	0
5357925-1	31897651	0
5357925-1	27756334	0
5357925-1	28610630	0
5357925-1	27538561	0
5357925-1	17366683	1
5357925-1	23853194	0
5357925-1	17210319	0
5404173-1	16325088	1
5404173-1	8592235	1
5404173-1	6317696	0
5404173-1	17512270	0
5404173-1	31153656	0
5404173-1	32779512	0
5404173-1	22688502	0
5404173-1	22495871	0
5404173-1	17366683	1
5404173-1	21825010	0
5405907-3	16266831	0
5405907-3	15463892	1
5405907-3	20880411	1
5405907-3	14612237	0
5405907-3	16882868	1
5405907-3	26902727	1
5405907-3	7143338	0
5405907-3	18414166	0
5405907-3	17056465	1
5405907-3	12653708	1
2655737-2	21105974	1
2655737-2	20155711	1
2655737-2	26672594	1
2655737-2	25036547	1
2655737-2	28817744	1
2655737-2	16805128	1
2655737-2	9143813	1
2655737-2	15220739	1
2655737-2	27826683	1
2655737-2	22544631	1
2882552-1	18588620	0
2882552-1	23430077	0
2882552-1	31391122	1
2882552-1	27898453	1
2882552-1	15119662	1
2882552-1	1448730	0
2882552-1	34051773	1
2882552-1	15024631	0
2882552-1	12172223	0
2882552-1	8252027	0
6109193-1	17016483	0
6109193-1	32774637	0
6109193-1	16926305	0
6109193-1	29530008	0
6109193-1	16091878	0
6109193-1	22875888	0
6109193-1	29054940	0
6109193-1	14768002	0
6109193-1	17618180	1
6109193-1	14614644	0
6125275-2	21646835	1
6125275-2	31008959	1
6125275-2	14752691	1
6125275-2	21190093	1
6125275-2	15536295	1
6125275-2	22526212	1
6125275-2	19906110	1
6125275-2	32239115	1
6125275-2	28716115	1
6125275-2	20703831	1
6176981-2	28475712	1
6176981-2	14650702	1
6176981-2	28633352	1
6176981-2	30991994	1
6176981-2	8967106	1
6176981-2	31521201	1
6176981-2	3360832	1
6176981-2	1196707	1
6176981-2	10642766	1
6176981-2	21927863	1
4075891-1	29482702	0
4075891-1	22910569	0
4075891-1	26613227	0
4075891-1	17990230	0
4075891-1	29330673	0
4075891-1	19649388	0
4075891-1	31277586	0
4075891-1	26377170	0
4075891-1	24589822	0
4075891-1	19534281	0
4205260-2	29550600	1
4205260-2	9724116	0
4205260-2	24885333	1
4205260-2	32240447	1
4205260-2	1641092	1
4205260-2	12790284	0
4205260-2	18362458	0
4205260-2	11014532	0
4205260-2	29562861	1
4205260-2	20495427	0
4672594-1	22000795	0
4672594-1	26825894	1
4672594-1	21295640	0
4672594-1	23616126	0
4672594-1	25875550	1
4672594-1	28767594	1
4672594-1	26217099	0
4672594-1	23736888	1
4672594-1	16059766	1
4672594-1	15898036	1
4733512-1	28131682	0
4733512-1	19788849	0
4733512-1	26021273	0
4733512-1	21397795	1
4733512-1	29117828	1
4733512-1	32193683	0
4733512-1	16118567	0
4733512-1	29088559	0
4733512-1	10707218	0
4733512-1	34233702	0
4777948-6	17384479	2
4777948-6	17397753	2
4777948-6	11196353	1
4777948-6	12160806	2
4777948-6	17010860	1
4777948-6	11955919	1
4777948-6	9143887	2
4777948-6	24534570	2
4777948-6	32295643	2
4777948-6	19789588	1
4898337-1	18300034	1
4898337-1	30200082	1
4898337-1	19145054	0
4898337-1	15696120	1
4898337-1	34463673	1
4898337-1	30805792	1
4898337-1	32423442	1
4898337-1	24512271	1
4898337-1	10626147	0
4898337-1	1621676	1
4900393-1	21534011	1
4900393-1	24418731	1
4900393-1	22761118	0
4900393-1	22223235	0
4900393-1	23261114	0
4900393-1	26584755	0
4900393-1	19608028	0
4900393-1	26123950	1
4900393-1	1596133	0
4900393-1	28107569	1
3087283-1	23401224	0
3087283-1	3687360	0
3087283-1	7943791	0
3087283-1	11012492	0
3087283-1	19378535	0
3087283-1	33019439	0
3087283-1	21110048	0
3087283-1	12492794	0
3087283-1	12491554	0
3087283-1	10758467	0
3184741-1	10926435	0
3184741-1	12066657	0
3184741-1	32215476	0
3184741-1	27021460	0
3184741-1	9622764	0
3184741-1	24210728	0
3184741-1	14765635	0
3184741-1	14514238	0
3184741-1	19364242	1
3184741-1	15612339	0
3271477-1	31026061	0
3271477-1	24726506	0
3271477-1	11679309	0
3271477-1	23622193	0
3271477-1	15210875	0
3271477-1	10402089	0
3271477-1	15652741	0
3271477-1	1900790	0
3271477-1	15164818	0
3271477-1	32947179	0
3276999-1	3346885	0
3276999-1	34965889	1
3276999-1	21063149	0
3276999-1	1346292	1
3276999-1	7897632	0
3276999-1	7778585	1
3276999-1	9182781	0
3276999-1	9182779	0
3276999-1	12533816	0
3276999-1	22795107	1
3487218-1	29145233	1
3487218-1	26032159	1
3487218-1	17323360	0
3487218-1	10642766	1
3487218-1	30221386	0
3487218-1	14650702	0
3487218-1	15882154	0
3487218-1	23591802	0
3487218-1	15377135	1
3487218-1	31861006	0
3751027-3	8409047	1
3751027-3	22222276	1
3751027-3	2063783	1
3751027-3	32756175	1
3751027-3	14691042	1
3751027-3	1620170	1
3751027-3	19335871	1
3751027-3	15623542	1
3751027-3	10387135	1
3751027-3	12693507	1
3861379-1	19530510	1
3861379-1	22526212	0
3861379-1	29330673	0
3861379-1	12717865	1
3861379-1	15800697	1
3861379-1	26613227	1
3861379-1	25071362	0
3861379-1	17618180	1
3861379-1	29959617	0
3861379-1	17966545	0
3949340-1	29173135	1
3949340-1	30813161	1
3949340-1	30088450	1
3949340-1	31758424	1
3949340-1	31575844	1
3949340-1	23816731	1
3949340-1	22310965	1
3949340-1	26864464	1
3949340-1	30449789	0
3949340-1	27181237	1
3989831-1	18158057	0
3989831-1	20602802	0
3989831-1	23462383	0
3989831-1	11149128	0
3989831-1	9605611	1
3989831-1	25794866	1
3989831-1	21095485	1
3989831-1	7776433	0
3989831-1	23339205	0
3989831-1	20587974	1
